locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBLCLPDI_01585	CDS	969				integrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01586	CDS	1098				restriction endonuclease subunit S, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01587	CDS	1554				DNA methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01588	CDS	1209				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01589	CDS	1380				23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01590	CDS	165				hypothetical protein
MBLCLPDI_01591	CDS	1014				diacylglycerol kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01592	CDS	1425				Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01593	CDS	1473				Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01594	CDS	318				Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01595	CDS	1116				CamS family sex pheromone protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01596	CDS	2043				DNA ligase (NAD(+)) LigA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01597	CDS	2274				DNA helicase PcrA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01598	CDS	1134				ATP-grasp domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01599	CDS	576				xanthine phosphoribosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01600	CDS	627				N-acetylmuramidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01601	CDS	774				(S)-acetoin forming diacetyl reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01602	CDS	396				30S ribosomal protein S9, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01603	CDS	444				50S ribosomal protein L13, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01604	CDS	771				tRNA pseudouridine(38-40) synthase TruA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01605	CDS	804				energy-coupling factor transporter transmembrane protein EcfT, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01606	CDS	867				energy-coupling factor transporter ATPase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01607	CDS	828				energy-coupling factor transporter ATPase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01608	CDS	384				50S ribosomal protein L17, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01609	CDS	945				DNA-directed RNA polymerase subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01610	CDS	390				30S ribosomal protein S11, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01611	CDS	366				30S ribosomal protein S13, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01612	CDS	120				50S ribosomal protein L36, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01613	CDS	219				translation initiation factor IF-1, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01614	CDS	660				adenylate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01615	CDS	1317				preprotein translocase subunit SecY, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01616	CDS	435				50S ribosomal protein L15, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01617	CDS	183				50S ribosomal protein L30, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01618	CDS	510				30S ribosomal protein S5, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01619	CDS	357				50S ribosomal protein L18, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01620	CDS	537				50S ribosomal protein L6, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01621	CDS	399				30S ribosomal protein S8, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01622	CDS	186				30S ribosomal protein S14 type Z, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01623	CDS	543				50S ribosomal protein L5, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01624	CDS	309				50S ribosomal protein L24, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01625	CDS	369				50S ribosomal protein L14, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01626	CDS	267				30S ribosomal protein S17, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01627	CDS	207				50S ribosomal protein L29, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01628	CDS	435				50S ribosomal protein L16, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01629	CDS	666				30S ribosomal protein S3, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01630	CDS	348				50S ribosomal protein L22, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01631	CDS	279				30S ribosomal protein S19, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01632	CDS	846				50S ribosomal protein L2, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01633	CDS	297				50S ribosomal protein L23, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01634	CDS	624				50S ribosomal protein L4, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01635	CDS	660				50S ribosomal protein L3, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01636	CDS	309				30S ribosomal protein S10, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01637	CDS	1032				ISL3 family transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01638	CDS	2088				elongation factor G, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01639	CDS	471				30S ribosomal protein S7, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01640	CDS	420				30S ribosomal protein S12, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01641	CDS	675				prepilin peptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01642	CDS	1176				hypothetical protein
MBLCLPDI_01643	CDS	3636				DNA-directed RNA polymerase subunit beta', Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01644	CDS	3609				DNA-directed RNA polymerase subunit beta, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01645	CDS	603				TetR/AcrR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01646	CDS	2493				ATP-dependent Clp protease ATP-binding subunit, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01647	CDS	468				CtsR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01648	CDS	1029				alcohol dehydrogenase AdhP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01649	CDS	822				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01650	tRNA	76				tRNA-Pro(cgg)
MBLCLPDI_01651	tRNA	75				tRNA-Arg(acg)
MBLCLPDI_01652	tRNA	72				tRNA-Gly(gcc)
MBLCLPDI_01653	tRNA	85				tRNA-Leu(tag)
MBLCLPDI_01654	tRNA	75				tRNA-Val(tac)
MBLCLPDI_01655	CDS	642				deoxynucleoside kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01656	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01657	CDS	1476				amino acid permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01658	CDS	456				N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01659	CDS	675				phosphatase PAP2 family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01660	CDS	474				threonine/serine exporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01661	CDS	756				threonine/serine exporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01662	CDS	201				cold-shock protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01663	CDS	675				metal-dependent transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01664	CDS	921				cation transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01665	CDS	693				VIT family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01666	CDS	684				VIT family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01667	CDS	477				universal stress protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01668	CDS	741				amino acid ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01669	CDS	831				glutamine ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01670	CDS	639				amino acid ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01671	CDS	654				amino acid ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01672	CDS	1188				CPBP family intramembrane metalloprotease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01673	CDS	1857				RNase J family beta-CASP ribonuclease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01674	CDS	348				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01675	CDS	447				MerR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01676	CDS	1509				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01677	CDS	729				hypothetical protein
MBLCLPDI_01678	CDS	873				RluA family pseudouridine synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01679	tRNA	77				tRNA-Asp(gtc)
MBLCLPDI_01680	CDS	2586				bifunctional lysylphosphatidylglycerol flippase/synthetase MprF, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01681	CDS	513				DJ-1 family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01682	CDS	984				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01683	CDS	1560				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01684	CDS	654				uracil-DNA glycosylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01685	CDS	1368				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01686	CDS	888				LysR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01687	CDS	1422				anion permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01688	CDS	1395				flavocytochrome c, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01689	CDS	1389				class II fumarate hydratase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01690	CDS	1629				NAD-dependent malic enzyme, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01691	CDS	882				LysR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01692	CDS	594				peptidylprolyl isomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01693	CDS	1047				zinc-binding alcohol dehydrogenase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01694	CDS	1539				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01695	CDS	1398				hypothetical protein
MBLCLPDI_01696	CDS	174				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01697	CDS	1038				galactose mutarotase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01698	CDS	441				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01699	CDS	1245				D-alanyl-D-alanine carboxypeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01700	CDS	798				penicillin-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01701	CDS	1458				sucrose phosphorylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01702	CDS	1218				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01703	CDS	1335				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01704	CDS	1518				YfcC family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01705	CDS	945				peroxidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01706	CDS	552				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01707	CDS	918				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01708	CDS	717				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01709	CDS	723				putative sulfate exporter family transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01710	CDS	537				flavodoxin family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01711	CDS	915				cysteine synthase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01712	CDS	933				ferrochelatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01713	CDS	1305				divalent metal cation transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01714	CDS	492				methyltransferase domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01715	CDS	669				TrkA family potassium uptake protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01716	CDS	1344				Trk family potassium uptake protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01717	CDS	1773				oleate hydratase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01718	CDS	762				NADPH-dependent oxidoreductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01719	CDS	1140				beta-glucanase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01720	CDS	1308				glycosyltransferase family 2 protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01721	CDS	864				AcrB/AcrD/AcrF family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01722	CDS	705				phosphate transport system regulatory protein PhoU, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01723	CDS	756				phosphate ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01724	CDS	882				phosphate ABC transporter permease PtsA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01725	CDS	900				phosphate ABC transporter permease subunit PstC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01726	CDS	873				phosphate ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01727	CDS	711				DNA-binding response regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01728	CDS	510				IS1182 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01729	CDS	222				IS1182 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01730	CDS	213				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01731	CDS	1014				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01732	CDS	531				N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01733	CDS	588				mannose-6-phosphate isomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01734	CDS	894				LysR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01735	CDS	1107				NAD(P)-dependent alcohol dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01736	CDS	321				protein-tyrosine-phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01737	CDS	1044				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01738	CDS	558				elongation factor P, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01739	CDS	1110				PTS sugar transporter subunit IIC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01740	CDS	543				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01741	CDS	426				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01742	CDS	126				hypothetical protein
MBLCLPDI_01743	CDS	864				metal ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01744	CDS	477				S-ribosylhomocysteine lyase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01745	CDS	687				peptidase M10, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01746	CDS	615				sugar permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01747	CDS	1056				Zn-dependent alcohol dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01748	CDS	891				ISL3 family transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01749	CDS	1395				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01750	CDS	1248				ISL3 family transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01751	CDS	243				cytochrome b5, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01752	CDS	288				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01753	CDS	588				hypothetical protein
MBLCLPDI_01754	CDS	117				hypothetical protein
MBLCLPDI_01755	CDS	1170				putative hydroxymethylpyrimidine transporter CytX, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01756	CDS	522				N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01757	CDS	465				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01758	CDS	1068				LysM domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01759	CDS	1161				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01760	CDS	492				TIGR01440 family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01761	CDS	873				RNA methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01762	CDS	1239				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01763	CDS	1209				site-specific integrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01764	CDS	216				hypothetical protein
MBLCLPDI_01765	CDS	249				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01766	CDS	2067				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01767	CDS	906				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01768	CDS	483				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01769	CDS	1767				alpha-glycosidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01770	CDS	1347				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01771	CDS	294				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01772	CDS	1554				GMP synthase (glutamine-hydrolyzing), Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01773	CDS	90				hypothetical protein
MBLCLPDI_01774	CDS	1191				ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01775	CDS	924				type I pantothenate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01776	CDS	2097				LTA synthase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01777	CDS	870				EamA family transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01778	CDS	189				NADH oxidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01779	CDS	1176				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01780	CDS	345				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01781	CDS	2307				ATP-dependent DNA helicase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01782	CDS	651				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01783	CDS	654				histidine phosphatase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01784	CDS	1278				GTPase HflX, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01785	CDS	252				GlsB/YeaQ/YmgE family stress response membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01786	CDS	180				CsbD family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01787	CDS	993				D-2-hydroxyacid dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01788	CDS	2868				YhgE/Pip domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01789	CDS	537				TetR/AcrR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01790	CDS	252				PspC domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01791	CDS	840				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01792	CDS	480				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01793	CDS	438				transcriptional repressor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01794	CDS	573				guanylate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01795	CDS	411				NUDIX domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01796	CDS	1392				amino acid permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01797	CDS	1305				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01798	CDS	1293				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01799	CDS	1074				spermidine/putrescine ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01800	CDS	819				ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01801	CDS	807				ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01802	CDS	1092				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01803	CDS	2403				Xaa-Pro dipeptidyl-peptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01804	CDS	912				prolyl aminopeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01805	CDS	2664				magnesium-transporting ATPase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01806	CDS	468				DNA starvation/stationary phase protection protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01807	CDS	1401				APC family permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01808	CDS	648				haloacid dehalogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01809	CDS	225				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01810	CDS	180				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01811	CDS	507				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01812	CDS	672				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01813	CDS	999				ferredoxin--NADP(+) reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01814	CDS	963				nucleoside hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01815	CDS	756				3-oxoacyl-ACP reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01816	CDS	786				sulfite exporter TauE/SafE family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01817	CDS	561				ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01818	CDS	1383				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01819	CDS	654				ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01820	CDS	342				hypothetical protein
MBLCLPDI_01821	CDS	1962				sodium:proton antiporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
